SoilTestPotassiumKelownaRangeId,SoilTestPotassiumRegionCode,PotassiumCropGroupRegionCode,K2ORecommendationKilogramPerHectare,StaticDataVersionId
1,1,5,250,13
1,1,6,0,13
1,2,1,0,13
1,2,2,150,13
1,2,3,200,13
1,2,4,200,13
1,2,5,250,13
1,2,6,0,13
1,3,1,100,13
1,3,2,125,13
1,3,3,150,13
1,3,4,200,13
1,3,5,250,13
1,3,6,0,13
2,1,1,0,13
2,1,2,100,13
2,1,3,150,13
2,1,4,200,13
2,1,5,250,13
2,1,6,0,13
2,2,1,0,13
2,2,2,100,13
2,2,3,150,13
2,2,4,200,13
2,2,5,250,13
2,2,6,0,13
2,3,1,80,13
2,3,2,100,13
2,3,3,125,13
2,3,4,150,13
2,3,5,200,13
2,3,6,0,13
3,1,1,0,13
3,1,2,80,13
3,1,3,100,13
3,1,4,200,13
3,1,5,250,13
3,1,6,0,13
3,2,1,0,13
3,2,2,80,13
3,2,3,100,13
3,2,4,200,13
3,2,5,250,13
3,2,6,0,13
3,3,1,60,13
3,3,2,80,13
3,3,3,100,13
3,3,4,125,13
3,3,5,150,13
3,3,6,0,13
4,1,1,0,13
4,1,2,60,13
4,1,3,80,13
4,1,4,150,13
4,1,5,250,13
4,1,6,0,13
4,2,1,0,13
4,2,2,60,13
4,2,3,80,13
4,2,4,150,13
4,2,5,250,13
4,2,6,0,13
4,3,1,40,13
4,3,2,60,13
4,3,3,80,13
4,3,4,100,13
4,3,5,125,13
4,3,6,0,13
5,1,1,0,13
5,1,2,40,13
5,1,3,60,13
5,1,4,100,13
5,1,5,200,13
5,1,6,0,13
5,2,1,0,13
5,2,2,40,13
5,2,3,60,13
5,2,4,100,13
5,2,5,200,13
5,2,6,0,13
5,3,1,30,13
5,3,2,50,13
5,3,3,60,13
5,3,4,80,13
5,3,5,100,13
5,3,6,0,13
6,1,1,0,13
6,1,2,30,13
6,1,3,40,13
6,1,4,80,13
6,1,5,150,13
6,1,6,0,13
6,2,1,0,13
6,2,2,30,13
6,2,3,40,13
6,2,4,80,13
6,2,5,150,13
6,2,6,0,13
6,3,1,30,13
6,3,2,50,13
6,3,3,50,13
6,3,4,60,13
6,3,5,80,13
6,3,6,0,13
7,1,1,0,13
7,1,2,30,13
7,1,3,40,13
7,1,4,60,13
7,1,5,100,13
7,1,6,0,13
7,2,1,0,13
7,2,2,30,13
7,2,3,40,13
7,2,4,60,13
7,2,5,100,13
7,2,6,0,13
7,3,1,20,13
7,3,2,30,13
7,3,3,40,13
7,3,4,40,13
7,3,5,60,13
7,3,6,0,13
8,1,1,0,13
8,1,2,20,13
8,1,3,20,13
8,1,4,60,13
8,1,5,80,13
8,1,6,0,13
8,2,1,0,13
8,2,2,20,13
8,2,3,20,13
8,2,4,60,13
8,2,5,80,13
8,2,6,0,13
8,3,1,15,13
8,3,2,30,13
8,3,3,40,13
8,3,4,40,13
8,3,5,40,13
8,3,6,0,13
9,1,1,0,13
9,1,2,20,13
9,1,3,20,13
9,1,4,50,13
9,1,5,70,13
9,1,6,0,13
9,2,1,0,13
9,2,2,20,13
9,2,3,20,13
9,2,4,40,13
9,2,5,60,13
9,2,6,0,13
9,3,1,15,13
9,3,2,30,13
9,3,3,40,13
9,3,4,40,13
9,3,5,40,13
9,3,6,0,13
10,1,1,0,13
10,1,2,20,13
10,1,3,20,13
10,1,4,40,13
10,1,5,60,13
10,1,6,0,13
10,2,1,0,13
10,2,2,10,13
10,2,3,10,13
10,2,4,40,13
10,2,5,40,13
10,2,6,0,13
10,3,1,10,13
10,3,2,20,13
10,3,3,30,13
10,3,4,40,13
10,3,5,30,13
10,3,6,0,13
11,1,1,0,13
11,1,2,20,13
11,1,3,20,13
11,1,4,40,13
11,1,5,40,13
11,1,6,0,13
11,2,1,0,13
11,2,2,0,13
11,2,3,0,13
11,2,4,20,13
11,2,5,40,13
11,2,6,0,13
11,3,1,0,13
11,3,2,0,13
11,3,3,0,13
11,3,4,20,13
11,3,5,0,13
11,3,6,0,13
12,1,1,0,13
12,1,2,20,13
12,1,3,20,13
12,1,4,40,13
12,1,5,40,13
12,1,6,0,13
12,2,1,0,13
12,2,2,0,13
12,2,3,0,13
12,2,4,0,13
12,2,5,20,13
12,2,6,0,13
12,3,1,0,13
12,3,2,0,13
12,3,3,0,13
12,3,4,0,13
12,3,5,0,13
12,3,6,0,13
13,1,1,0,13
13,1,2,10,13
13,1,3,10,13
13,1,4,20,13
13,1,5,20,13
13,1,6,0,13
13,2,1,0,13
13,2,2,0,13
13,2,3,0,13
13,2,4,0,13
13,2,5,0,13
13,2,6,0,13
13,3,1,0,13
13,3,2,0,13
13,3,3,0,13
13,3,4,0,13
13,3,5,0,13
13,3,6,0,13
14,1,1,0,13
14,1,2,0,13
14,1,3,0,13
14,1,4,0,13
14,1,5,0,13
14,1,6,0,13
14,2,1,0,13
14,2,2,0,13
14,2,3,0,13
14,2,4,0,13
14,2,5,0,13
14,2,6,0,13
14,3,1,0,13
14,3,2,0,13
14,3,3,0,13
14,3,4,0,13
14,3,5,0,13
14,3,6,0,13
1,1,1,0,14
1,1,2,150,14
1,1,3,200,14
1,1,4,200,14
1,1,5,250,14
1,1,6,0,14
1,2,1,0,14
1,2,2,150,14
1,2,3,200,14
1,2,4,200,14
1,2,5,250,14
1,2,6,0,14
1,3,1,100,14
1,3,2,125,14
1,3,3,150,14
1,3,4,200,14
1,3,5,250,14
1,3,6,0,14
2,1,1,0,14
2,1,2,100,14
2,1,3,150,14
2,1,4,200,14
2,1,5,250,14
2,1,6,0,14
2,2,1,0,14
2,2,2,100,14
2,2,3,150,14
2,2,4,200,14
2,2,5,250,14
2,2,6,0,14
2,3,1,80,14
2,3,2,100,14
2,3,3,125,14
2,3,4,150,14
2,3,5,200,14
2,3,6,0,14
3,1,1,0,14
3,1,2,80,14
3,1,3,100,14
3,1,4,200,14
3,1,5,250,14
3,1,6,0,14
3,2,1,0,14
3,2,2,80,14
3,2,3,100,14
3,2,4,200,14
3,2,5,250,14
3,2,6,0,14
3,3,1,60,14
3,3,2,80,14
3,3,3,100,14
3,3,4,125,14
3,3,5,150,14
3,3,6,0,14
4,1,1,0,14
4,1,2,60,14
4,1,3,80,14
4,1,4,150,14
4,1,5,250,14
4,1,6,0,14
4,2,1,0,14
4,2,2,60,14
4,2,3,80,14
4,2,4,150,14
4,2,5,250,14
4,2,6,0,14
4,3,1,40,14
4,3,2,60,14
4,3,3,80,14
4,3,4,100,14
4,3,5,125,14
4,3,6,0,14
5,1,1,0,14
5,1,2,40,14
5,1,3,60,14
5,1,4,100,14
5,1,5,200,14
5,1,6,0,14
5,2,1,0,14
5,2,2,40,14
5,2,3,60,14
5,2,4,100,14
5,2,5,200,14
5,2,6,0,14
5,3,1,30,14
5,3,2,50,14
5,3,3,60,14
5,3,4,80,14
5,3,5,100,14
5,3,6,0,14
6,1,1,0,14
6,1,2,30,14
6,1,3,40,14
6,1,4,80,14
6,1,5,150,14
6,1,6,0,14
6,2,1,0,14
6,2,2,30,14
6,2,3,40,14
6,2,4,80,14
6,2,5,150,14
6,2,6,0,14
6,3,1,30,14
6,3,2,50,14
6,3,3,50,14
6,3,4,60,14
6,3,5,80,14
6,3,6,0,14
7,1,1,0,14
7,1,2,30,14
7,1,3,40,14
7,1,4,60,14
7,1,5,100,14
7,1,6,0,14
7,2,1,0,14
7,2,2,30,14
7,2,3,40,14
7,2,4,60,14
7,2,5,100,14
7,2,6,0,14
7,3,1,20,14
7,3,2,30,14
7,3,3,40,14
7,3,4,40,14
7,3,5,60,14
7,3,6,0,14
8,1,1,0,14
8,1,2,20,14
8,1,3,20,14
8,1,4,60,14
8,1,5,80,14
8,1,6,0,14
8,2,1,0,14
8,2,2,20,14
8,2,3,20,14
8,2,4,60,14
8,2,5,80,14
8,2,6,0,14
8,3,1,15,14
8,3,2,30,14
8,3,3,40,14
8,3,4,40,14
8,3,5,40,14
8,3,6,0,14
9,1,1,0,14
9,1,2,20,14
9,1,3,20,14
9,1,4,50,14
9,1,5,70,14
9,1,6,0,14
9,2,1,0,14
9,2,2,20,14
9,2,3,20,14
9,2,4,40,14
9,2,5,60,14
9,2,6,0,14
9,3,1,15,14
9,3,2,30,14
9,3,3,40,14
9,3,4,40,14
9,3,5,40,14
9,3,6,0,14
10,1,1,0,14
10,1,2,20,14
10,1,3,20,14
10,1,4,40,14
10,1,5,60,14
10,1,6,0,14
10,2,1,0,14
10,2,2,10,14
10,2,3,10,14
10,2,4,40,14
10,2,5,40,14
10,2,6,0,14
10,3,1,10,14
10,3,2,20,14
10,3,3,30,14
10,3,4,40,14
10,3,5,30,14
10,3,6,0,14
11,1,1,0,14
11,1,2,20,14
11,1,3,20,14
11,1,4,40,14
11,1,5,40,14
11,1,6,0,14
11,2,1,0,14
11,2,2,0,14
11,2,3,0,14
11,2,4,20,14
11,2,5,40,14
11,2,6,0,14
11,3,1,0,14
11,3,2,0,14
11,3,3,0,14
11,3,4,20,14
11,3,5,0,14
11,3,6,0,14
12,1,1,0,14
12,1,2,20,14
12,1,3,20,14
12,1,4,40,14
12,1,5,40,14
12,1,6,0,14
12,2,1,0,14
12,2,2,0,14
12,2,3,0,14
12,2,4,0,14
12,2,5,20,14
12,2,6,0,14
12,3,1,0,14
12,3,2,0,14
12,3,3,0,14
12,3,4,0,14
12,3,5,0,14
12,3,6,0,14
13,1,1,0,14
13,1,2,10,14
13,1,3,10,14
13,1,4,20,14
13,1,5,20,14
13,1,6,0,14
13,2,1,0,14
13,2,2,0,14
13,2,3,0,14
13,2,4,0,14
13,2,5,0,14
13,2,6,0,14
13,3,1,0,14
13,3,2,0,14
13,3,3,0,14
13,3,4,0,14
13,3,5,0,14
13,3,6,0,14
14,1,1,0,14
14,1,2,0,14
14,1,3,0,14
14,1,4,0,14
14,1,5,0,14
14,1,6,0,14
14,2,1,0,14
14,2,2,0,14
14,2,3,0,14
14,2,4,0,14
14,2,5,0,14
14,2,6,0,14
14,3,1,0,14
14,3,2,0,14
14,3,3,0,14
14,3,4,0,14
14,3,5,0,14
14,3,6,0,14
